id,true_player,predicted_player,confidence,is_correct,true_position,pred_position
426,Jerryd Bayless,Jerryd Bayless,81.26321347205032,True,F,F
427,Earl Clark,Earl Clark,82.90444814849515,True,F,F
428,Dorell Wright,Dorell Wright,94.81795890690738,True,F,F
429,Zach Randolph,Zach Randolph,89.29495838004378,True,F,F
430,Sam Young,Sam Young,85.02887759996472,True,F,F
431,Kobe Bryant,Kobe Bryant,74.1094109921525,True,G,G
432,Kevin Durant,Donatas Motiejunas,54.984110050848244,False,F,F
433,Darko Milicic,Darko Milicic,94.81116488711857,True,F,F
434,Dante Cunningham,Dante Cunningham,78.96133737684498,True,F,F
435,Brandan Wright,Brandan Wright,86.4751079641193,True,C,C
436,Luol Deng,Ryan Kelly,63.9119138968547,False,F,F
437,Landry Fields,Landry Fields,87.97540960944312,True,F,F
438,Josh Childress,Josh Childress,91.19473847748391,True,F,F
439,J.J. Redick,J.J. Redick,74.31815668738773,True,G,G
440,Matt Barnes,Marcus Vinicius,62.61647866843825,False,F,F
441,Luc Mbah a Moute,Luc Mbah a Moute,80.15871841715447,True,F,F
442,J.R. Smith,J.R. Smith,91.71794313399049,True,G,G
443,Evan Turner,Evan Turner,87.23978202270878,True,F,F
444,A.J. Price,A.J. Price,72.28174080334415,True,F,F
445,Sonny Weems,Sonny Weems,92.427701059987,True,F,F
446,Dorell Wright,Dorell Wright,80.35890324501624,True,F,F
447,Christian Eyenga,Paul Millsap,61.417216161422914,False,F,F
448,Wilson Chandler,Wilson Chandler,71.67167995636309,True,F,F
449,DeMar DeRozan,DeMar DeRozan,84.3759593332953,True,G,G
450,Al Jefferson,Al Jefferson,76.75972944637626,True,C,C
451,Monta Ellis,Monta Ellis,71.45959631504779,True,G,G
452,Richard Hamilton,Richard Hamilton,87.9975671697275,True,F,F
453,Luke Ridnour,Rawle Marshall,56.55026354310537,False,F,F
454,Earl Watson,Earl Watson,74.95138418129127,True,F,F
455,Kevin Love,Kevin Love,78.22142640309335,True,F,F
456,Omer Asik,Andrea Bargnani,63.49169794980093,False,C,C
457,Dahntay Jones,Dahntay Jones,71.20334148576781,True,F,F
458,Derek Fisher,Amar'e Stoudemire,41.32815585648827,False,F,F
459,Serge Ibaka,Serge Ibaka,75.01349492194545,True,F,F
460,Nene Hilario,Andrea Bargnani,57.080836952000766,False,C,C
461,Chris Wilcox,Joel Freeland,52.118915489678066,False,F,F
462,Zaza Pachulia,Marreese Speights,60.85050638392985,False,C,C
463,Toney Douglas,Toney Douglas,76.05104915187275,True,F,F
464,Ian Mahinmi,Ian Mahinmi,72.9605348895129,True,C,C
465,Danny Granger,Danny Granger,83.00829049487773,True,F,F
466,JaVale McGee,Lavoy Allen,54.3192626136751,False,C,C
467,Kenyon Martin,Kenyon Martin,73.63310319688547,True,F,F
468,Andre Miller,Andre Miller,91.85696116370148,True,F,F
469,Jamal Crawford,Jamal Crawford,92.58894271950146,True,G,G
470,Jason Kidd,Jason Kidd,86.69724803243987,True,G,G
471,Darrell Arthur,Darrell Arthur,78.35857654206326,True,F,F
472,Andrei Kirilenko,Andrei Kirilenko,76.87323337409244,True,F,F
473,Antawn Jamison,Antawn Jamison,94.01920113234816,True,F,F
474,Antonio McDyess,Antonio McDyess,87.37529662688671,True,F,F
475,Aaron Brooks,Aaron Brooks,73.35890375113746,True,F,F
476,Russell Westbrook,Russell Westbrook,88.60193170902575,True,G,G
477,Kevin Martin,Kevin Martin,72.3100063998157,True,F,F
478,Derek Fisher,Derek Fisher,81.68035028098637,True,F,F
479,Andrei Kirilenko,Andrei Kirilenko,78.78817989901361,True,F,F
480,Josh McRoberts,Josh McRoberts,74.93242786003987,True,F,F
481,Daniel Gibson,Daniel Gibson,94.81053271061282,True,F,F
482,Manny Harris,Wesley Johnson,59.22428715358055,False,F,F
483,Eddie House,Kirk Hinrich,61.952210588486224,False,F,F
484,Darko Milicic,Darko Milicic,87.77330742989398,True,F,F
485,Sonny Weems,Sonny Weems,87.38946894147125,True,F,F
486,Mike Conley,Mike Conley,80.14670712392733,True,G,G
487,Tony Allen,Tony Allen,88.83326445926272,True,F,F
488,Jeff Green,Jeff Green,78.49786632807532,True,F,F
489,Corey Maggette,Corey Maggette,77.05040340443041,True,F,F
490,Richard Jefferson,Richard Jefferson,78.39968483761912,True,F,F
491,Al Harrington,Al Harrington,92.54176814661116,True,F,F
492,Will Bynum,Will Bynum,81.2520229670842,True,F,F
493,Richard Jefferson,Richard Jefferson,79.09584580781782,True,F,F
494,Chase Budinger,Daniel Ewing,63.74494946064051,False,F,F
495,Eric Maynor,Eric Maynor,74.41522957551253,True,F,F
496,Zaza Pachulia,Brandan Wright,46.32278717406443,False,C,C
497,Carmelo Anthony,Carmelo Anthony,78.01251124037208,True,F,F
498,Tony Allen,Tony Allen,86.16487085671687,True,F,F
499,Serge Ibaka,Serge Ibaka,78.64914480446534,True,F,F
500,Thaddeus Young,Thaddeus Young,76.89830879761747,True,F,F
501,Amar'e Stoudemire,Amar'e Stoudemire,77.61738932722767,True,F,F
502,Nolan Smith,Nolan Smith,93.18391698295893,True,F,F
503,Ramon Sessions,Ramon Sessions,81.70364555297209,True,F,F
504,Arron Afflalo,Arron Afflalo,79.29584979918494,True,F,F
505,Marcin Gortat,Marcin Gortat,78.27689983372466,True,C,C
506,Jared Dudley,Jared Dudley,85.5972753203526,True,F,F
507,Andre Miller,Andre Miller,74.71318266787141,True,F,F
508,Vince Carter,Andrew Nicholson,64.98642955503863,False,F,F
509,Dexter Pittman,Dexter Pittman,76.5702534433069,True,F,F
510,Marcin Gortat,Kosta Koufos,50.37011017572441,False,C,C
511,Brandon Jennings,Brandon Jennings,72.83665679215687,True,G,G
512,Earl Clark,Earl Clark,87.87547138926558,True,F,F
513,Brandon Bass,Stephon Marbury,43.38321839983087,False,F,F
514,Jerryd Bayless,Jerryd Bayless,91.00227932971042,True,F,F
515,Cartier Martin,Cartier Martin,88.74202092352546,True,F,F
516,JaVale McGee,JaVale McGee,92.82094136323347,True,C,C
517,J.R. Smith,Goran Dragic,52.71757426376558,False,G,G
518,E'Twaun Moore,E'Twaun Moore,83.4819124107832,True,F,F
519,Brandon Jennings,Jose Calderon,62.16162802789616,False,G,G
520,Joel Anthony,Tyson Chandler,57.49500339280762,False,C,C
521,Semih Erden,Semih Erden,89.34876584577954,True,F,F
522,Jan Vesely,Jan Vesely,89.99598508454748,True,F,F
523,Derrick Rose,Derrick Rose,83.88512427169901,True,G,G
524,Chris Bosh,Chris Bosh,72.82229485659049,True,F,F
525,Kenyon Martin,Kenyon Martin,74.06830170111533,True,F,F
526,Matt Bonner,Matt Bonner,77.31947291059022,True,F,F
527,Jeff Teague,Jeff Teague,91.90562073352449,True,G,G
528,Jerry Stackhouse,Jerry Stackhouse,72.04520563170902,True,F,F
529,Shelvin Mack,Shelvin Mack,75.48969723272853,True,F,F
530,Drew Gooden,Jeremy Tyler,45.16672705093188,False,F,F
531,Raymond Felton,Raymond Felton,81.53651055374924,True,F,F
532,Jared Dudley,Jared Dudley,77.49803913616982,True,F,F
533,Quincy Pondexter,Quincy Pondexter,82.81832232397855,True,F,F
534,Nikola Vucevic,Nikola Vucevic,91.95433393846957,True,C,C
535,Eric Bledsoe,Eric Bledsoe,72.64136558134214,True,G,G
536,Andrea Bargnani,Andrea Bargnani,82.47207999980863,True,C,C
537,James Harden,James Harden,80.63673747932839,True,G,G
538,James Johnson,Trenton Hassell,51.12121854175172,False,F,F
539,Chuck Hayes,Chuck Hayes,73.0992725573032,True,F,F
540,Ish Smith,Ish Smith,90.40173911400949,True,F,F
541,Lance Stephenson,Lance Stephenson,78.40340729182839,True,F,F
542,Amir Johnson,Amir Johnson,72.30352544657691,True,F,F
543,Mike Bibby,Mike Bibby,71.18533171478899,True,F,F
544,Paul Pierce,Paul Pierce,70.75835867354712,True,F,F
545,Carlos Boozer,Carlos Boozer,90.84099459657394,True,F,F
546,Anthony Parker,Anthony Parker,91.92758334180948,True,F,F
547,Amir Johnson,Willie Cauley-Stein,46.99300467881019,False,F,F
548,Tyson Chandler,Tyson Chandler,90.64971335105436,True,C,C
549,Jon Leuer,Jon Leuer,75.6538807697527,True,F,F
550,Chris Bosh,J.J. Hickson,54.10807366999859,False,F,F
551,Rodney Stuckey,Dante Exum,51.54235176138562,False,F,F
552,Joakim Noah,Joakim Noah,70.69049175869321,True,C,C
553,Shane Battier,Shane Battier,76.63879121247855,True,F,F
554,DeJuan Blair,Royal Ivey,46.93871491889085,False,F,F
555,Lavoy Allen,Marreese Speights,45.63759323064292,False,C,C
556,Patrick Patterson,Lindsey Hunter,63.1210354658823,False,F,F
557,Andris Biedrins,LaMarcus Aldridge,47.723753554052905,False,F,F
558,James Harden,James Harden,78.52270104307676,True,G,G
559,Nikola Pekovic,Andrea Bargnani,54.77331952092997,False,C,C
560,Paul Millsap,Paul Millsap,77.14931667809385,True,F,F
561,Blake Griffin,Blake Griffin,80.44404230779557,True,F,F
562,Jared Dudley,Ronnie Brewer,64.80446175936714,False,F,F
563,Justin Dentmon,Justin Dentmon,90.38778087433408,True,F,F
564,Baron Davis,Jeff Ayres,49.52343284948163,False,F,F
565,David West,Darnell Jackson,49.97776546457164,False,F,F
566,Steve Novak,Steve Novak,88.33683991528987,True,F,F
567,Carmelo Anthony,Carmelo Anthony,94.16469081108951,True,F,F
568,Lamar Odom,Lamar Odom,79.39983340428408,True,F,F
569,Jared Jeffries,Jared Jeffries,92.00519609697587,True,F,F
570,Brian Cook,Brian Cook,71.82975869543998,True,F,F
571,Andrea Bargnani,Andrea Bargnani,81.29362761390195,True,C,C
572,LeBron James,LeBron James,94.91536525872004,True,F,F
573,Randy Foye,Randy Foye,84.21984647910283,True,F,F
574,Serge Ibaka,Serge Ibaka,80.92089807038496,True,F,F
575,Andrea Bargnani,Andrea Bargnani,86.52991539777047,True,C,C
576,Ed Davis,Ed Davis,72.82960008881946,True,F,F
577,Thaddeus Young,Thaddeus Young,86.68312684033734,True,F,F
578,Chris Duhon,Chris Duhon,91.65077995516599,True,F,F
579,Hamed Haddadi,Hamed Haddadi,76.94322597711896,True,F,F
580,Richard Hamilton,Richard Hamilton,73.04420892405189,True,F,F
581,Josh Smith,Josh Smith,72.11702947605579,True,F,F
582,Tyreke Evans,Tyreke Evans,94.33122867578379,True,F,F
583,Danny Granger,Danny Granger,93.60250639364291,True,F,F
584,David Lee,David Lee,89.66511273826653,True,F,F
585,Paul George,Paul George,73.54019179315358,True,F,F
586,James Harden,James Harden,92.85310566169947,True,G,G
587,Lavoy Allen,Lavoy Allen,94.70079399574928,True,C,C
588,Brandon Rush,Brandon Rush,72.43493027031913,True,F,F
589,Roy Hibbert,Roy Hibbert,78.1207693994566,True,C,C
590,Anthony Parker,Anthony Parker,74.82452200495031,True,F,F
591,Norris Cole,Norris Cole,74.44793668081785,True,F,F
592,Kyrie Irving,Klay Thompson,56.32473087023392,False,G,G
593,Marcus Thornton,Marcus Thornton,89.4264513323357,True,F,F
594,Devin Harris,Devin Harris,72.25492555696543,True,F,F
595,Kwame Brown,Kwame Brown,92.10372859293851,True,F,F
596,James Harden,James Harden,84.1606140919712,True,G,G
597,Shelvin Mack,Shelvin Mack,82.48064983340419,True,F,F
598,Derrick Rose,Derrick Rose,89.56039104212688,True,G,G
599,Nazr Mohammed,DeAndre Jordan,41.86795047873082,False,C,C
600,Klay Thompson,Damian Lillard,44.19140523907619,False,G,G
601,JaVale McGee,Mason Plumlee,57.303836881010405,False,C,C
602,Omer Asik,Al Jefferson,43.96768504382991,False,C,C
603,O.J. Mayo,O.J. Mayo,92.37766514178222,True,F,F
604,Eric Bledsoe,Eric Bledsoe,88.4587482586738,True,G,G
605,Tyson Chandler,Tyson Chandler,89.82239365360243,True,C,C
606,LeBron James,LeBron James,79.81460806562893,True,F,F
607,Hasheem Thabeet,Hasheem Thabeet,74.40216925467597,True,F,F
608,Omer Asik,Omer Asik,71.25795351202962,True,C,C
609,Martell Webster,Martell Webster,90.85812549298512,True,F,F
610,Zach Randolph,Danny Granger,55.921564939059564,False,F,F
611,Tony Parker,Tony Parker,80.2669013612185,True,G,G
612,Marvin Williams,Marvin Williams,88.50783939211033,True,F,F
613,Stephen Curry,Stephen Curry,77.1162465103021,True,G,G
614,Earl Watson,Earl Watson,85.45145151415304,True,F,F
615,Thomas Robinson,Thomas Robinson,92.97323279980434,True,F,F
616,Kwame Brown,Kwame Brown,87.84704615240868,True,F,F
617,C.J. Watson,C.J. Watson,85.57616260970131,True,F,F
618,Stephen Jackson,Stephen Jackson,85.23087754297838,True,F,F
619,Rudy Gay,Rudy Gay,85.12734445823273,True,F,F
620,Metta World Peace,Metta World Peace,83.8924654310008,True,F,F
621,Andrew Nicholson,Andrew Nicholson,87.27789439468943,True,F,F
622,Evan Fournier,Evan Fournier,82.61254939923377,True,F,F
623,Zaza Pachulia,Zaza Pachulia,78.10476540656461,True,C,C
624,Kevin Martin,Kevin Martin,80.98640400610562,True,F,F
625,Goran Dragic,Goran Dragic,77.5469397346397,True,G,G
626,Eric Maynor,Eric Maynor,83.38842296039107,True,F,F
627,Goran Dragic,Goran Dragic,81.50329510834129,True,G,G
628,Dirk Nowitzki,Beno Udrih,44.70160757057881,False,F,F
629,Kyrie Irving,John Wall,58.08258859333548,False,G,G
630,Brandon Jennings,Brandon Jennings,85.69465339000763,True,G,G
631,Jeff Green,Jeff Green,76.04974481053041,True,F,F
632,Brandon Bass,Shabazz Napier,52.004284868406415,False,F,F
633,O.J. Mayo,O.J. Mayo,72.58449666985466,True,F,F
634,Zach Randolph,Zach Randolph,94.15627381855262,True,F,F
635,Wilson Chandler,Wilson Chandler,88.00366631602469,True,F,F
636,Rodney Stuckey,Rodney Stuckey,76.94509794580418,True,F,F
637,Mario Chalmers,Mario Chalmers,93.26545927747661,True,F,F
638,Gustavo Ayon,Didier Ilunga-Mbenga,59.7747995052628,False,F,F
639,Tony Parker,Tony Parker,87.26039392481557,True,G,G
640,Kevin Seraphin,Luol Deng,56.45200070595514,False,F,F
641,Jared Sullinger,Jared Sullinger,87.02541069551208,True,F,F
642,Kyle Korver,Kyle Korver,80.65457003491767,True,G,G
643,Marco Belinelli,Ronnie Price,48.014727387009614,False,F,F
644,Lavoy Allen,Lavoy Allen,93.25731202955228,True,C,C
645,Wilson Chandler,Wilson Chandler,78.92260834641955,True,F,F
646,Rajon Rondo,Rajon Rondo,86.54396990950963,True,G,G
647,Will Barton,Will Barton,83.65711055236187,True,F,F
648,Jeff Green,Jared Sullinger,50.620358525279805,False,F,F
649,Jared Dudley,Jared Dudley,72.44384312123535,True,F,F
650,Chuck Hayes,Chuck Hayes,77.34985788130912,True,F,F
651,Al Jefferson,Al Jefferson,78.2249164074491,True,C,C
652,LaMarcus Aldridge,LaMarcus Aldridge,90.74586425002278,True,F,F
653,Udonis Haslem,Udonis Haslem,80.50332298186335,True,F,F
654,J.J. Barea,P.J. Hairston,48.92962583511953,False,F,F
655,Stephen Jackson,Stephen Jackson,81.93467650723856,True,F,F
656,Spencer Hawes,Spencer Hawes,93.75530593088416,True,C,C
657,Linas Kleiza,Linas Kleiza,81.31026868569093,True,F,F
658,Steve Novak,Kelenna Azubuike,63.686223014786016,False,F,F
659,Jason Maxiell,Travis Diener,61.583538574052895,False,F,F
660,Raymond Felton,Brian Roberts,50.90197451373388,False,F,F
661,Kevin Martin,Kevin Martin,71.85844149813055,True,F,F
662,John Wall,John Wall,75.49066379758533,True,G,G
663,Carmelo Anthony,Carmelo Anthony,79.26265911071091,True,F,F
664,Raymond Felton,Raymond Felton,85.20758254086222,True,F,F
665,Stephen Curry,Stephen Curry,78.58507271972273,True,G,G
666,Ekpe Udoh,Ekpe Udoh,82.19324238434501,True,F,F
667,Dirk Nowitzki,Dirk Nowitzki,89.85981749654518,True,F,F
668,James Johnson,Mark Blount,40.30889094206875,False,F,F
669,Alec Burks,Alec Burks,82.43394696554411,True,F,F
670,O.J. Mayo,O.J. Mayo,89.735705625077,True,F,F
671,Stephen Curry,Stephen Curry,74.15638647122782,True,G,G
672,Chris Bosh,Chris Bosh,94.46583324378108,True,F,F
673,Tobias Harris,Tobias Harris,87.99780587394082,True,F,F
674,Derrick Favors,Derrick Favors,89.40155267921526,True,F,F
675,Dwight Howard,Dwight Howard,87.87268629621047,True,C,C
676,Richard Hamilton,Richard Hamilton,84.60225690946096,True,F,F
677,Andre Miller,Andre Miller,92.01706493172762,True,F,F
678,Tyler Hansbrough,Tyler Hansbrough,83.23883267070975,True,F,F
679,Andrew Nicholson,Andrew Nicholson,82.80850326303558,True,F,F
680,Ricky Rubio,Damian Lillard,57.624093343670864,False,G,G
681,Courtney Lee,Courtney Lee,87.48112636734251,True,G,G
682,Shawn Marion,Shawn Marion,77.68425952954576,True,F,F
683,Wayne Ellington,Wayne Ellington,80.10370281053476,True,F,F
684,Nick Young,Nick Young,86.48763172459388,True,G,G
685,Rudy Gay,Sergey Karasev,61.40863413531699,False,F,F
686,Jason Maxiell,Jason Maxiell,84.50237939416668,True,F,F
687,Marvin Williams,Ish Smith,50.04169336196762,False,F,F
688,Marcin Gortat,Marcin Gortat,86.73348331351761,True,C,C
689,Darren Collison,Darren Collison,82.88655616499113,True,F,F
690,Gerald Green,Gerald Green,82.52272308604535,True,F,F
691,Alexey Shved,Alexey Shved,88.89140854818656,True,F,F
692,Ronny Turiaf,Ronny Turiaf,85.58783971260601,True,F,F
693,Tony Parker,Tony Parker,76.83687041265426,True,G,G
694,Luke Babbitt,Bobby Portis,51.6589341210904,False,F,F
695,DeMar DeRozan,Jeremy Lin,42.35626885043459,False,G,G
696,David Lee,Mickell Gladness,49.690058154750936,False,F,F
697,Josh Smith,Josh Smith,90.55348593688436,True,F,F
698,Boris Diaw,Boris Diaw,77.68690934160975,True,F,F
699,Tony Parker,Tony Parker,77.8388212811983,True,G,G
700,Al Harrington,Al Harrington,72.54790838592919,True,F,F
701,Kawhi Leonard,Kawhi Leonard,87.31538711377533,True,F,F
702,Marcus Morris,Scot Pollard,44.46993112504564,False,F,F
703,Paul George,Trevor Ariza,47.57851427969707,False,F,F
704,Isaiah Thomas,DeMar DeRozan,45.93826831240179,False,G,G
705,Evan Turner,Evan Turner,71.13483493750499,True,F,F
706,Kevin Durant,Kevin Durant,79.12607989254198,True,F,F
707,Carlos Boozer,Josh Harrellson,54.92326339692942,False,F,F
708,Trey Burke,Trey Burke,92.20693392154735,True,F,F
709,Jimmy Butler,Wesley Matthews,62.05049904436165,False,G,G
710,C.J. Watson,Trenton Hassell,43.67026738780074,False,F,F
711,Tyreke Evans,Tyreke Evans,76.78295980540963,True,F,F
712,Mario Chalmers,Mario Chalmers,80.07337213695375,True,F,F
713,Kyle Singler,Kyle Singler,87.7377597128286,True,F,F
714,Tim Duncan,Tim Duncan,72.95229226999002,True,F,F
715,Joe Johnson,Steve Nash,45.026241202968784,False,G,G
716,Greg Stiemsma,David Wesley,64.84175073174475,False,F,F
717,Terrence Jones,Terrence Jones,71.74461273071847,True,F,F
718,Kawhi Leonard,Kawhi Leonard,83.99874474028793,True,F,F
719,Mario Chalmers,Mario Chalmers,94.482257509313,True,F,F
720,Greg Monroe,Nikola Pekovic,57.85919060969748,False,C,C
721,Josh Smith,Ronald Murray,59.32807792707746,False,F,F
722,Mike Miller,Devean George,50.89101916566662,False,F,F
723,Paul George,Paul George,92.23047163711232,True,F,F
724,Alan Anderson,Alan Anderson,74.5979704978071,True,F,F
725,Lance Stephenson,Lance Stephenson,89.00801111974953,True,F,F
726,Glen Davis,Glen Davis,85.77459194871294,True,F,F
727,Byron Mullens,Byron Mullens,72.70144712071169,True,F,F
728,Marcin Gortat,Marcin Gortat,80.01949178142975,True,C,C
729,Eric Gordon,Eric Gordon,86.9179379109263,True,G,G
730,Nene Hilario,Nene Hilario,89.53994825775219,True,C,C
731,Bradley Beal,Bradley Beal,93.4739429785885,True,F,F
732,Lou Williams,Lou Williams,80.53637749147778,True,G,G
733,Kyle Singler,Kawhi Leonard,58.118710711273195,False,F,F
734,Anthony Davis,Anthony Davis,71.16388789728921,True,F,F
735,J.J. Hickson,J.J. Hickson,94.38273398567571,True,F,F
736,Bradley Beal,Bradley Beal,94.9520101275657,True,F,F
737,Taj Gibson,Taj Gibson,86.54435690410352,True,F,F
738,Marco Belinelli,Travis Wear,60.48595771076417,False,F,F
739,Kyle Lowry,Kyle Lowry,81.39058096360186,True,G,G
740,Al-Farouq Aminu,Doug McDermott,53.55269610537244,False,F,F
741,Jodie Meeks,Jodie Meeks,92.97868631331195,True,F,F
742,Glen Davis,Glen Davis,83.46627417709243,True,F,F
743,Blake Griffin,Blake Griffin,92.3203464988301,True,F,F
744,Vince Carter,Vince Carter,80.9291402480521,True,F,F
745,Reggie Bullock,Reggie Bullock,75.61602771103531,True,F,F
746,DeMar DeRozan,DeMar DeRozan,90.77704596554364,True,G,G
747,Deron Williams,Deron Williams,75.35479429043563,True,G,G
748,Andray Blatche,Andray Blatche,80.05412022030337,True,F,F
749,Ian Mahinmi,Ian Mahinmi,79.45115327064507,True,C,C
750,Chandler Parsons,Chandler Parsons,75.34545905154253,True,F,F
751,Marcin Gortat,Marcin Gortat,85.66726572767114,True,C,C
752,Greg Stiemsma,Greg Stiemsma,79.61036177323233,True,F,F
753,James Harden,James Harden,76.64659771510478,True,G,G
754,Michael Carter-Williams,Terry Rozier,42.16418693575723,False,F,F
755,David Lee,David Lee,72.23140657386287,True,F,F
756,Dion Waiters,Jumaine Jones,41.07005194483269,False,F,F
757,Ryan Anderson,Ryan Anderson,93.58180759598007,True,F,F
758,Miles Plumlee,Miles Plumlee,78.73091868602936,True,C,C
759,Tyler Zeller,Ersan Ilyasova,64.5253821569171,False,F,F
760,Hollis Thompson,Hollis Thompson,75.40409776539488,True,F,F
761,Timofey Mozgov,Timofey Mozgov,90.49900932859101,True,C,C
762,Danny Green,Danny Green,75.13171245316359,True,G,G
763,Evan Turner,Evan Turner,94.65825963185372,True,F,F
764,Ricky Rubio,Ricky Rubio,89.61898766586114,True,G,G
765,Evan Fournier,Evan Fournier,74.89968731383607,True,F,F
766,Manu Ginobili,Manu Ginobili,94.15929023625439,True,G,G
767,James Johnson,James Johnson,80.43301966022402,True,F,F
768,Paul Pierce,Paul Pierce,81.80540062979786,True,F,F
769,DeAndre Jordan,DeAndre Jordan,73.07436223970537,True,C,C
770,Blake Griffin,Blake Griffin,80.79024358920748,True,F,F
771,Boris Diaw,Boris Diaw,87.49805855039028,True,F,F
772,Andre Drummond,Andre Drummond,74.31594041276033,True,F,F
773,Leandro Barbosa,Jason Smith,40.25333730879586,False,F,F
774,Kevin Martin,Kevin Martin,80.6627673301169,True,F,F
775,Gordon Hayward,Gordon Hayward,91.43195234407686,True,F,F
776,DeAndre Jordan,DeAndre Jordan,72.83631811557733,True,C,C
777,Tony Snell,Tony Snell,75.98847602952206,True,F,F
778,Zaza Pachulia,Steven Adams,59.582231324319515,False,C,C
779,Tony Parker,Tony Parker,74.14269645143263,True,G,G
780,Iman Shumpert,Carlos Arroyo,44.542000574378534,False,F,F
781,Mike Conley,Mike Conley,90.9192922923598,True,G,G
782,Arron Afflalo,Arron Afflalo,76.85206246890203,True,F,F
783,Reggie Jackson,Reggie Jackson,73.56534670006161,True,F,F
784,Nazr Mohammed,Festus Ezeli,43.69457158486587,False,C,C
785,Roy Hibbert,Roy Hibbert,70.66593886124237,True,C,C
786,Earl Clark,Serge Ibaka,60.32943113455475,False,F,F
787,Zach Randolph,Zach Randolph,91.39591331429418,True,F,F
788,Tony Snell,Derek Fisher,54.75929243982787,False,F,F
789,Boris Diaw,Tony Snell,63.05504359777379,False,F,F
790,Rodney Stuckey,Rodney Stuckey,76.01520044910761,True,F,F
791,Eric Gordon,Eric Gordon,74.36796272816457,True,G,G
792,Josh Smith,Josh Smith,86.95314180364541,True,F,F
793,Paul Millsap,Paul Millsap,85.62452751227376,True,F,F
794,Enes Kanter,Mark Blount,46.1541438025264,False,F,F
795,Samuel Dalembert,Samuel Dalembert,90.98003892634374,True,C,C
796,Kyle Singler,Kyle Singler,82.24380435380193,True,F,F
797,Orlando Johnson,Orlando Johnson,88.31552682934957,True,F,F
798,Kevin Love,Kevin Love,77.68678057185802,True,F,F
799,Ty Lawson,Ty Lawson,81.20648587032768,True,G,G
800,Marc Gasol,Marc Gasol,78.82299309713653,True,C,C
801,Jeff Green,Jeff Green,80.47895645040218,True,F,F
802,David West,David West,81.46833228093446,True,F,F
803,Terrence Jones,Randy Foye,55.74402211880005,False,F,F
804,Perry Jones,Perry Jones,82.29895990559844,True,F,F
805,Anthony Morrow,Anthony Morrow,87.50939560847203,True,F,F
806,Reggie Evans,Reggie Evans,86.08130109526246,True,F,F
807,Russell Westbrook,Russell Westbrook,78.39540021260359,True,G,G
808,Jerami Grant,Anthony Parker,41.310537015705215,False,F,F
809,Deron Williams,Mike Conley,49.37286831273751,False,G,G
810,Brandon Bass,Rudy Gobert,55.624259955381405,False,F,F
811,Derrick Williams,Derrick Williams,72.33782493406437,True,F,F
812,Kyle Lowry,Kyle Lowry,82.96218936483115,True,G,G
813,Ty Lawson,Ben Gordon,64.52469559164646,False,G,G
814,Al Horford,Devin Ebanks,51.51834699232325,False,F,F
815,Andrew Nicholson,Andrew Nicholson,92.34952369521348,True,F,F
816,Joel Freeland,JaKarr Sampson,46.22189569664447,False,F,F
817,Kendrick Perkins,Kendrick Perkins,75.02614274728158,True,C,C
818,Jason Smith,Devean George,50.325384489854706,False,F,F
819,Tim Duncan,Tim Duncan,80.3093762154117,True,F,F
820,Elfrid Payton,Elfrid Payton,72.34121365523274,True,F,F
821,LeBron James,Devean George,57.72011713634389,False,F,F
822,Jae Crowder,Josh Boone,41.701155834234626,False,F,F
823,Pablo Prigioni,Pablo Prigioni,79.5890422703577,True,F,F
824,Pau Gasol,Shane Larkin,40.48333379462207,False,F,F
825,Jason Smith,Jason Smith,85.0660087292694,True,F,F
826,Kelly Olynyk,Kelly Olynyk,80.90288933823737,True,F,F
827,Rodney Stuckey,Jason Williams,46.05414606341663,False,F,F
828,Patrick Patterson,Patrick Patterson,88.882641020016,True,F,F
829,DeMarre Carroll,Jerami Grant,61.71207786170818,False,F,F
830,Kyle Korver,Joe Johnson,41.120846026741134,False,G,G
831,Andre Iguodala,John Henson,53.18113184205955,False,F,F
832,Al Jefferson,Al Jefferson,82.86226166371581,True,C,C
833,Evan Turner,Evan Turner,77.75381086062562,True,F,F
834,Tristan Thompson,James Ennis,55.67290838460285,False,F,F
835,Mike Conley,Mike Conley,78.59848437455281,True,G,G
836,Nik Stauskas,C.J. Wilcox,63.861474219911806,False,F,F
837,Arron Afflalo,Marcus Smart,54.15246319420681,False,F,F
838,Jimmy Butler,Jimmy Butler,87.72553070695176,True,G,G
839,Kirk Hinrich,Kirk Hinrich,77.98408033256803,True,F,F
840,Victor Oladipo,Victor Oladipo,91.8359424480887,True,G,G
841,Channing Frye,Channing Frye,84.49546808296975,True,F,F
842,C.J. Watson,C.J. Watson,74.40759847409866,True,F,F
843,Marcus Morris,Marcus Morris,79.22598297728997,True,F,F
844,Alexis Ajinca,Alexis Ajinca,85.27545396637551,True,F,F
845,Kirk Hinrich,Kirk Hinrich,73.43144131693823,True,F,F
846,Omer Asik,Omer Asik,78.29408246189308,True,C,C
847,Patty Mills,Patty Mills,87.46140896623655,True,F,F
848,Vince Carter,Vince Carter,90.48958861408019,True,F,F
849,Derrick Favors,Derrick Favors,76.1655602321061,True,F,F
850,Nikola Pekovic,Nikola Pekovic,92.42361093278267,True,C,C
851,Kevin Seraphin,Kevin Seraphin,71.26097443488327,True,F,F
852,Gary Harris,Gary Harris,72.74514053334751,True,F,F
853,Tyler Ennis,Tyler Ennis,77.78751278403959,True,F,F
